FID,ID_FISCALIZACAO_ELETRONICA,DESC_LOC_CONTROLADOR_TRANSITO,DESC_TIPO_CONTROLADOR_TRANSITO,VELOCIDADE_REGULAMENTAR,SENTIDO,SENTIDO_FISCALIZADO,NUM_SERIE_ATUAL,COD_SECUNDARIA,GEOMETRIA
FISCALIZACAO_ELETRONICA.345,345,Av. do Contorno esquina com Av. Afonso Pena,Detector de Avanço de Semáforo,60,Funcionários/Savassi,Único,122420156,,POINT (612377.80562079 7794939.5893377)
FISCALIZACAO_ELETRONICA.346,346,Av. do Contorno esquina com Av. Afonso Pena,Detector de Avanço de Semáforo,60,Funcionários/Savassi,Único,405405037,,POINT (612380.519435834 7794936.1529949)
FISCALIZACAO_ELETRONICA.347,347,Av. do Contorno esquina com Av. Afonso Pena,Detector de Trânsito em Local Proibido,60,Funcionários/Savassi,Único,122420156,,POINT (612380.932827809 7794942.46234437)
FISCALIZACAO_ELETRONICA.348,348,Av. do Contorno esquina com Av. Afonso Pena,Detector de Trânsito em Local Proibido,60,Funcionários/Savassi,Único,405405037,,POINT (612384.02052911 7794939.15511089)
FISCALIZACAO_ELETRONICA.349,349,Av. Amazonas esquina com R. Pedra Bonita,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,122420159,,POINT (608319.965000056 7795804.76013487)
FISCALIZACAO_ELETRONICA.350,350,Av. Amazonas esquina com R. Pedra Bonita,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,122420161,,POINT (608321.441708021 7795800.58067279)
FISCALIZACAO_ELETRONICA.351,351,Av. Amazonas esquina com R. Pedra Bonita,Detector de Trânsito em Local Proibido,60,Bairro/Centro,Único,122420161,,POINT (608313.911408812 7795797.64821491)
FISCALIZACAO_ELETRONICA.352,352,Av. Amazonas esquina com R. Pedra Bonita,Detector de Trânsito em Local Proibido,60,Bairro/Centro,Único,122420159,,POINT (608312.631058714 7795803.2165895)
FISCALIZACAO_ELETRONICA.82,82,"Av. Presidente Antônio Carlos, 1694",Controlador Eletrônico de Velocidade,60,Centro/Bairro,Único,3279,,POINT (610053.037442501 7799598.59891951)
FISCALIZACAO_ELETRONICA.81,81,"Av. Presidente Antônio Carlos, 1089",Controlador Eletrônico de Velocidade,60,Bairro/Centro,Único,3261,,POINT (610374.860504913 7799051.63002389)
FISCALIZACAO_ELETRONICA.83,83,"Av. Presidente Antônio Carlos, 2674",Controlador Eletrônico de Velocidade,60,Centro/Bairro,Único,3260,,POINT (609870.923038786 7800552.18322664)
FISCALIZACAO_ELETRONICA.84,84,Av. Presidente Antônio Carlos oposto ao 2862,Controlador Eletrônico de Velocidade,60,Bairro/Centro,Único,3259,,POINT (609788.032906158 7800617.78525884)
FISCALIZACAO_ELETRONICA.85,85,"Av. Presidente Antônio Carlos, 8271",Controlador Eletrônico de Velocidade,60,Bairro/Centro,Único,3286,,POINT (608321.261446437 7804830.49350172)
FISCALIZACAO_ELETRONICA.86,86,Av. Presidente Antônio Carlos oposto ao 8281,Controlador Eletrônico de Velocidade,60,Centro/Bairro,Único,3280,,POINT (608343.700984638 7804853.91960958)
FISCALIZACAO_ELETRONICA.87,87,"Av. Presidente Carlos Luz, 1525 e oposto ao 1525",Controlador Eletrônico de Velocidade,60,Bairro/Centro e Centro/Bairro,Ambos,3312,,POINT (608385.105347093 7800044.84271616)
FISCALIZACAO_ELETRONICA.88,88,"Av. Presidente Carlos Luz, 2754 e oposto ao 2754",Controlador Eletrônico de Velocidade,60,Bairro/Centro e Centro/Bairro,Ambos,3256,,POINT (608088.98991757 7800478.67353036)
FISCALIZACAO_ELETRONICA.89,89,Av. Presidente Tancredo Neves a 116 metros da R. Flor Branca,Controlador Eletrônico de Velocidade,60,Centro/Bairro,Único,3311,,POINT (605646.174983035 7799075.07643833)
FISCALIZACAO_ELETRONICA.90,90,"Av. Raja Gabáglia, 617 e oposto ao 617",Controlador Eletrônico de Velocidade,60,Bairro/Centro e Centro/Bairro,Ambos,3310,,POINT (609474.021838596 7794715.16776476)
FISCALIZACAO_ELETRONICA.91,91,Av. Raja Gabáglia esquina com R. Yvon Magalhães Pinto,Controlador Eletrônico de Velocidade,60,Bairro/Centro e Centro/Bairro,Ambos,3277,,POINT (609296.001904484 7792161.58654985)
FISCALIZACAO_ELETRONICA.92,92,"Av. Raja Gabáglia, 4847",Controlador Eletrônico de Velocidade,60,Bairro/Centro,Único,3257,,POINT (609725.526738071 7791368.60308303)
FISCALIZACAO_ELETRONICA.93,93,Av. Risoleta Neves a 285 metros da R. da Pedreira,Controlador Eletrônico de Velocidade,60,Bairro/Centro e Centro/Bairro,Ambos,3315,,POINT (612775.721144586 7804179.53751366)
FISCALIZACAO_ELETRONICA.94,94,Av. Risoleta Neves a 138 metros da R. Raimunda Ferreira da Rocha,Controlador Eletrônico de Velocidade,60,Bairro/Centro e Centro/Bairro,Ambos,3281,,POINT (613157.979618782 7804867.15955005)
FISCALIZACAO_ELETRONICA.223,223,"Av .Vilarinho, 1031 e oposto ao 1031",Detector de Invasão de Faixa de Exclusiva - MOVE,60,Bairro/Centro e Centro/Bairro,Ambos,1009,,POINT (609698.122003578 7808278.10191438)
FISCALIZACAO_ELETRONICA.224,224,"Av. Vilarinho, 1167",Detector de Invasão de Faixa de Exclusiva - MOVE,60,Bairro/Centro,Único,1410,,POINT (609621.491687753 7808397.91848021)
FISCALIZACAO_ELETRONICA.225,225,"Av. Vilarinho, 1251",Detector de Invasão de Faixa de Exclusiva - MOVE,60,Bairro/Centro,Único,1040,,POINT (609565.749344133 7808501.78457324)
FISCALIZACAO_ELETRONICA.228,228,"Av. Vilarinho, oposto ao 1450",Detector de Invasão de Faixa de Exclusiva - MOVE,60,Bairro/Centro,Único,1011,,POINT (609405.563136327 7808687.38157308)
FISCALIZACAO_ELETRONICA.229,229,"Av. Vilarinho, 1616",Detector de Invasão de Faixa de Exclusiva - MOVE,60,Centro/Bairro,Único,1026,,POINT (609291.192364289 7808794.24467501)
FISCALIZACAO_ELETRONICA.230,230,"Av. Vilarinho, oposto ao 2255",Detector de Invasão de Faixa de Exclusiva - MOVE,60,Centro/Bairro,Único,1010,,POINT (608808.058862515 7808982.80404552)
FISCALIZACAO_ELETRONICA.231,231,"Av. Vilarinho, 3050",Detector de Invasão de Faixa de Exclusiva - MOVE,60,Centro/Bairro,Único,1077,,POINT (608135.30696061 7809300.69239725)
FISCALIZACAO_ELETRONICA.161,161,Av. Amazonas esquina com R. São Paulo,Detector de Avanço de Semáforo,60,Praça Raul Soares/Praça Rui Barbosa,Único,566,,POINT (610897.823011987 7797000.27623052)
FISCALIZACAO_ELETRONICA.162,162,Av. Amazonas esquina com R. São Paulo,Detector de Avanço de Semáforo,60,Praça Rui Barbosa/Praça Raul Soares,Único,285,,POINT (610926.712570655 7797036.51285782)
FISCALIZACAO_ELETRONICA.163,163,Av. Amazonas esquinsa com R. dos Tamóios,Detector de Avanço de Semáforo,60,Praça Raul Soares/Praça Rui Barbosa,Único,595,,POINT (610936.450308929 7797025.81828052)
FISCALIZACAO_ELETRONICA.164,164,Av. Amazonas esquina com R. Curitba,Detector de Avanço de Semáforo,60,Praça Raul Soares/Praça Rui Barbosa,Único,573,,POINT (610735.414956328 7796907.85973133)
FISCALIZACAO_ELETRONICA.165,165,Av. Amazonas esquina com Av. Paraná,Detector de Avanço de Semáforo,60,Praça Rui Barbosa/Praça Raul Soares,Único,570,,POINT (610664.632365146 7796882.0281275)
FISCALIZACAO_ELETRONICA.166,166,Av. Amazonas esquina com R. Padre Belchior e R. Padre Belchior esquina com Av. Amazonas,Detector de Avanço de Semáforo,60,Praça Raul Soares/Praça Rui Barbosa e Augusto de L,Ambos,571,,POINT (610660.527997094 7796861.75421202)
FISCALIZACAO_ELETRONICA.167,167,Av. Amazonas esquina com R. dos Goitacazes,Detector de Avanço de Semáforo,60,Praça Rui Barbosa/Praça Raul Soares,Único,586,,POINT (610564.515292449 7796826.94232747)
FISCALIZACAO_ELETRONICA.168,168,Av. Amazonas esquina com R. dos Goitacazes,Detector de Avanço de Semáforo,60,Praça Raul Soares/Praça Rui Barbosa,Único,585,,POINT (610572.476000154 7796813.50415787)
FISCALIZACAO_ELETRONICA.169,169,R. Santa Catarina esquina com Av. Amazonas,Detector de Avanço de Semáforo,60,Lourdes/Centro,Único,587,,POINT (610565.602999119 7796799.99002998)
FISCALIZACAO_ELETRONICA.170,170,Av. Amazonas esquina com R. dos Aimorés,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,583,,POINT (609907.853654082 7796424.75751861)
FISCALIZACAO_ELETRONICA.171,171,Av. Amazonas esquina com R. Araguari,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,584,,POINT (609903.441463394 7796442.86146994)
FISCALIZACAO_ELETRONICA.172,172,Av. Amazonas esquina com Av. Barbacena,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,263,,POINT (609706.509695659 7796308.78353857)
FISCALIZACAO_ELETRONICA.173,173,Av. Amazonas esquina com Av. do Contorno,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,251,,POINT (609147.149264329 7795999.55010936)
FISCALIZACAO_ELETRONICA.174,174,Av. Amazonas esquina com Av. do Contorno,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,257,,POINT (609126.655056165 7795975.4231404)
FISCALIZACAO_ELETRONICA.175,175,Av. do Contorno esquina com Av. Amazonas,Detector de Avanço de Semáforo,60,Barro Preto/Savassi,Único,253,,POINT (609125.61668263 7796000.94914115)
FISCALIZACAO_ELETRONICA.176,176,"Av. do Contorno, 8995",Detector de Avanço de Semáforo,60,Barro Preto/Savassi,Único,264,,POINT (609137.366372654 7795965.86593831)
FISCALIZACAO_ELETRONICA.177,177,Av. Amazonas esquina com Av. Francisco Sá,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,255,,POINT (608867.052167233 7795936.26931127)
FISCALIZACAO_ELETRONICA.178,178,Av. Amazonas esquina com Av. Francisco Sá,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,295,,POINT (608848.947924368 7795917.36153469)
FISCALIZACAO_ELETRONICA.179,179,Av. Amazonas esquina com R. Olinda,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,284,,POINT (607433.405736991 7795932.15810937)
FISCALIZACAO_ELETRONICA.180,180,Av. Amazonas esquina com R. Olinda e R. Olinda esquina com Av. Amazonas,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,279,,POINT (607431.916181258 7795921.45814543)
FISCALIZACAO_ELETRONICA.181,181,Av. Amazonas esquina com R. Visconde de Cairú,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,597,,POINT (604069.012695459 7794208.53880009)
FISCALIZACAO_ELETRONICA.182,182,"Av. Amazonas, 8888",Detector de Avanço de Semáforo,60,Centro/Bairro,Único,596,,POINT (604062.074357104 7794221.03819515)
FISCALIZACAO_ELETRONICA.183,183,Av. do Contorno esquina com R. Paulo de Frontim,Detector de Avanço de Semáforo,60,Centro/Barro Preto,Único,288,,POINT (610563.760103234 7797700.60233137)
FISCALIZACAO_ELETRONICA.185,185,Av. do Contorno esquina com R. Paulo de Frontim,Detector de Avanço de Semáforo,60,Barro Preto/Centro,Único,274,,POINT (610576.673441631 7797646.73716264)
FISCALIZACAO_ELETRONICA.186,186,Av. do Contorno esquina com Av. Amazonas,Detector de Avanço de Semáforo,60,Savassi/Barro Preto,Único,563,,POINT (609148.305952944 7795974.58640065)
FISCALIZACAO_ELETRONICA.187,187,Av. dos Andradas esquina com R. dos Caetés,Detector de Avanço de Semáforo,60,Viaduto Jornalista Oswaldo Faria/Viaduto Santa Ter,Único,273,,POINT (611501.787192754 7797320.06874323)
FISCALIZACAO_ELETRONICA.188,188,Av. dos Andradas esquina com R. dos Tupinambás,Detector de Avanço de Semáforo,60,Viaduto Jornalista Oswaldo Faria/Viaduto Santa Ter,Único,558,,POINT (611459.460540281 7797174.80491098)
FISCALIZACAO_ELETRONICA.189,189,Av. dos Andradas esquina com R. dos Tupinambás,Detector de Avanço de Semáforo,60,Viaduto Santa Tereza/Viaduto Jornalista Oswaldo Fa,Único,559,,POINT (611474.591928033 7797154.26964799)
FISCALIZACAO_ELETRONICA.190,190,Av. do Contorno esquina com R. do Ouro,Detector de Avanço de Semáforo,60,Serra/Santa Efigênia,Único,594,,POINT (612594.449651868 7795675.53539342)
FISCALIZACAO_ELETRONICA.191,191,"Av. José Cândido da Silveira, 1200 e oposto ao 1200",Detector de Avanço de Semáforo,60,Bairro/Centro e Centro/Bairro,Ambos,572,,POINT (613207.771952698 7800565.5282241)
FISCALIZACAO_ELETRONICA.286,286,"Av. Cristiano Machado, 1320",Controlador Eletrônico de Velocidade,60,Centro/Bairro,Único,8960,,POINT (612226.108885892 7799323.78646916)
FISCALIZACAO_ELETRONICA.287,287,"Av. Cristiano Machado, oposto ao 4001",Controlador Eletrônico de Velocidade,60,Centro/Bairro,Único,8964,,POINT (612168.79507321 7801786.53849734)
FISCALIZACAO_ELETRONICA.288,288,"Av. Dom Pedro I, 2062",Controlador Eletrônico de Velocidade,60,Centro/Bairro,Único,8971,,POINT (608882.34610665 7807184.97714596)
FISCALIZACAO_ELETRONICA.361,361,Av. Amazonas esquina com R. Pedra Bonita,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,241705001,,POINT (608334.293580941 7795814.90117716)
FISCALIZACAO_ELETRONICA.362,362,Av. Amazonas esquina com R. Pedra Bonita,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,122420160,,POINT (608332.706070873 7795820.33884852)
FISCALIZACAO_ELETRONICA.363,363,Av. Amazonas esquina com R. Pedra Bonita,Detector de Trânsito em Local Proibido,60,Centro/Bairro,Único,241705001,,POINT (608338.949419548 7795821.54804982)
FISCALIZACAO_ELETRONICA.364,364,Av. Amazonas esquina com R. Pedra Bonita,Detector de Trânsito em Local Proibido,60,Centro/Bairro,Único,241705001,,POINT (608340.514227814 7795816.00557449)
FISCALIZACAO_ELETRONICA.365,365,Av. Carandaí esquina com Av. Afonso Pena,Detector de Avanço de Semáforo,60,Santa Efigênia/Centro,Único,1676,,POINT (611612.362130705 7796246.90441254)
FISCALIZACAO_ELETRONICA.366,366,Av. Carandaí esquina com Av. Afonso Pena,Detector de Avanço de Semáforo,60,Santa Efigênia/Centro,Único,1676,,POINT (611601.856175375 7796269.89963837)
FISCALIZACAO_ELETRONICA.367,367,Av. Dom Pedro II esquina com R. Antônio Peixoto Guimarães,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,1045,,POINT (607386.200598755 7797866.6423164)
FISCALIZACAO_ELETRONICA.368,368,Av. Nossa Senhora do Carmo esquina com Praça da Harmonia (Pista Externa),Detector de Avanço de Semáforo,60,Centro/Bairro,Único,1362,,POINT (611417.343738542 7794014.92939759)
FISCALIZACAO_ELETRONICA.369,369,Av. Nossa Senhora do Carmo esquina com Praça da Harmonia (Pista Interna),Detector de Avanço de Semáforo,60,Centro/Bairro,Único,1369,,POINT (611421.723838023 7794013.26283786)
FISCALIZACAO_ELETRONICA.370,370,R. Edgard Torres esquina com Av. Vilarinho,Detector de Avanço de Semáforo,60,Minas Caixa/Venda Nova,Único,1407,,POINT (609040.979246026 7808941.73039566)
FISCALIZACAO_ELETRONICA.321,321,"Av. Nossa Senhora do Carmo, 1448",Detector de Avanço de Semáforo,60,Centro/Bairro,Único,122420148,,POINT (611081.630105327 7793436.19729201)
FISCALIZACAO_ELETRONICA.322,322,"Av. Nossa Senhora do Carmo, 1448",Detector de Avanço de Semáforo,60,Centro/Bairro,Único,122420150,,POINT (611085.265372264 7793433.21154129)
FISCALIZACAO_ELETRONICA.323,323,"Av. Nossa Senhora do Carmo, 1448",Detector de Trânsito em Local Proibido,60,Centro/Bairro,Único,122420150,,POINT (611084.452275332 7793439.46425107)
FISCALIZACAO_ELETRONICA.324,324,"Av. Nossa Senhora do Carmo, 1448",Detector de Trânsito em Local Proibido,60,Centro/Bairro,Único,122420148,,POINT (611087.845978793 7793436.80206691)
FISCALIZACAO_ELETRONICA.325,325,"Av. Raja Gabáglia, 1710",Detector de Avanço de Semáforo,60,Centro/Bairro,Único,122420151,,POINT (608687.745776926 7793763.72265706)
FISCALIZACAO_ELETRONICA.48,48,"Av. do Contorno, 629",Controlador Eletrônico de Velocidade,60,Praça da Estação/Rodoviária,Único,3300,,POINT (611314.165485723 7797658.77925727)
FISCALIZACAO_ELETRONICA.49,49,"Av. do Contorno, 4045 e oposto ao 4045",Controlador Eletrônico de Velocidade,60,Savassi/Santa Efigênia e Santa Efigênia/Savassi,Ambos,3301,,POINT (612815.287851701 7795956.82736247)
FISCALIZACAO_ELETRONICA.50,50,"Av. do Contorno, 5445",Controlador Eletrônico de Velocidade,60,São Lucas/Savassi,Único,3268,,POINT (612174.525827841 7794879.37841783)
FISCALIZACAO_ELETRONICA.51,51,"Av. do Contorno, 10730",Controlador Eletrônico de Velocidade,60,Barro Preto/Centro,Único,3265,,POINT (609920.347500336 7797270.18919586)
FISCALIZACAO_ELETRONICA.52,52,"Av. do Contorno, 10812",Controlador Eletrônico de Velocidade,60,Centro/Barro Preto,Único,3264,,POINT (610005.108545878 7797283.62382339)
FISCALIZACAO_ELETRONICA.53,53,"Av. dos Andradas, 3470 e oposto ao 3470",Controlador Eletrônico de Velocidade,60,Bairro/Centro e Centro/Bairro,Ambos,3302,,POINT (613863.962128979 7797171.59456653)
FISCALIZACAO_ELETRONICA.54,54,"Av. dos Andradas, 4020 e oposto ao 4020",Controlador Eletrônico de Velocidade,60,Bairro/Centro e Centro/Bairro,Ambos,3303,,POINT (614152.26657889 7798098.82968532)
FISCALIZACAO_ELETRONICA.55,55,"Av. dos Andradas, 7110 e oposto ao 7110",Controlador Eletrônico de Velocidade,60,Bairro/Centro e Centro/Bairro,Ambos,3263,,POINT (615152.116688655 7798825.50669282)
FISCALIZACAO_ELETRONICA.56,56,Av. Eliseu Resende esquina com R. Lotus,Controlador Eletrônico de Velocidade,60,R. Úrsula Paulino/Av. Teresa Cristina e Av. Teresa,Ambos,3372,,POINT (605030.516335742 7792095.11706397)
FISCALIZACAO_ELETRONICA.57,57,"Av. Heráclito Mourão de Miranda, 2474",Controlador Eletrônico de Velocidade,60,Pampulha/Alípio de Melo,Único,3304,,POINT (604697.039789989 7802053.87019821)
FISCALIZACAO_ELETRONICA.58,58,"Av. Heráclito Mourão de Miranda, 2491",Controlador Eletrônico de Velocidade,60,Pampulha/Alípio de Melo,Único,3269,,POINT (604704.664254667 7802095.80477985)
FISCALIZACAO_ELETRONICA.59,59,"Av. João XXIII, oposto ao 1233",Controlador Eletrônico de Velocidade,60,Av. Abílio Machado/Av. Presidente Tancredo Neves,Único,22,,POINT (605248.716083976 7799170.71678871)
FISCALIZACAO_ELETRONICA.60,60,"Av. João XXIII, 1233",Controlador Eletrônico de Velocidade,60,Av. Presidente Tancredo Neves/Av. Abílio Machado,Único,23,,POINT (605285.768078893 7799177.56026447)
FISCALIZACAO_ELETRONICA.61,61,"Av. José Cândido da Silveira, 509",Controlador Eletrônico de Velocidade,60,Bairro/Centro,Único,3258,,POINT (612796.215782783 7799950.73809179)
FISCALIZACAO_ELETRONICA.62,62,"Av. José Cândido da Silveira, 1500",Controlador Eletrônico de Velocidade,60,Centro/Bairro,Único,3270,,POINT (613464.459976801 7800959.87743296)
FISCALIZACAO_ELETRONICA.64,64,"Av. Olinto Meireles, 250 e oposto ao 250",Controlador Eletrônico de Velocidade,60,Bairro/Centro e Centro/Bairro,Ambos,3278,,POINT (603203.481173632 7791154.87243002)
FISCALIZACAO_ELETRONICA.65,65,Av. Waldyr Soeiro Emrich a 201 metros da Av. Joaquim de Oliveira,Controlador Eletrônico de Velocidade,60,Betânia/Barreiro e Barreiro/Betânia,Ambos,3308,,POINT (604816.675597318 7791471.08077915)
FISCALIZACAO_ELETRONICA.66,66,Av. Waldyr Soeiro Emrich a 118 metros da R. Alfredina Amaral,Controlador Eletrônico de Velocidade,60,Betânia/Barreiro,Único,3314,,POINT (604182.074239327 7790831.84929874)
FISCALIZACAO_ELETRONICA.67,67,Av. Waldyr Soeiro Emrich a 68 metros da R. dos Americanos,Controlador Eletrônico de Velocidade,60,Betânia/Barreiro e Barreiro/Betânia,Ambos,3307,,POINT (603946.842570025 7790323.58137029)
FISCALIZACAO_ELETRONICA.68,68,Av. Waldyr Soeiro Emrich a 45 metros da R. Aladim Correa de faria,Controlador Eletrônico de Velocidade,60,Jatobá/Milionários e Milionários/Jatobá,Ambos,3253,,POINT (602830.475457786 7789126.50515542)
FISCALIZACAO_ELETRONICA.69,69,"Av. Teresa Cristina, 820",Controlador Eletrônico de Velocidade,60,Centro/Bairro,Único,3254,,POINT (608326.915492733 7797361.79035002)
FISCALIZACAO_ELETRONICA.70,70,Av. Teresa Cristina oposto ao 888,Controlador Eletrônico de Velocidade,60,Bairro/Centro,Único,3282,,POINT (608271.639395891 7797332.14290118)
FISCALIZACAO_ELETRONICA.71,71,"Av. Teresa Cristina, 2350",Controlador Eletrônico de Velocidade,60,Centro/Bairro,Único,3288,,POINT (607388.475498487 7796741.36546609)
FISCALIZACAO_ELETRONICA.72,72,Av. Teresa Cristina a 27 metros da R. Monte Simplon,Controlador Eletrônico de Velocidade,60,Bairro/Centro,Único,3255,,POINT (606449.015510557 7796171.4794486)
FISCALIZACAO_ELETRONICA.73,73,"Av. Teresa Cristina, 3826",Controlador Eletrônico de Velocidade,60,Centro/Bairro,Único,3289,,POINT (606413.012402132 7796141.12018929)
FISCALIZACAO_ELETRONICA.74,74,Av. Teresa Cristina a 25 metros da R. Carmo da Cachoeira,Controlador Eletrônico de Velocidade,60,Centro/Bairro,Único,3309,,POINT (605969.267946499 7793982.22551347)
FISCALIZACAO_ELETRONICA.75,75,Av. Teresa Cristina a 22 metros da R. Carmelita Prates da Silva,Controlador Eletrônico de Velocidade,60,Bairro/Centro,Único,3316,,POINT (606046.854361843 7793966.5913895)
FISCALIZACAO_ELETRONICA.192,192,R. Pacífico Mascarenhas esquina com Av. dos Andradas,Detector de Avanço de Semáforo,40,Santa Efigênia/Santa Tereza,Único,593,,POINT (612883.506639906 7796980.12956598)
FISCALIZACAO_ELETRONICA.193,193,Viaduto Jornalista Oswaldo Faria esquina com Av. dos Andradas,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,289,,POINT (611579.507357663 7797581.14927891)
FISCALIZACAO_ELETRONICA.194,194,Av. Saramenha esquina com Av. Cristiano Machado,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,271,,POINT (611704.351025602 7805462.28430346)
FISCALIZACAO_ELETRONICA.195,195,Av. Cristiano Machado esquina com Av. Saramenha,Detector de Avanço de Semáforo,70,Bairro/Centro,Único,261,,POINT (611674.616330605 7805430.68091593)
FISCALIZACAO_ELETRONICA.196,196,Av. Cristiano Machado esquina com Av. Saramenha,Detector de Avanço de Semáforo,70,Centro/Bairro,Único,565,,POINT (611708.040643141 7805440.29607147)
FISCALIZACAO_ELETRONICA.197,197,Av. Cristiano Machado esquina com Av. Saramenha,Detector de Avanço de Semáforo,70,Centro/Bairro,Único,286,,POINT (611701.448355882 7805435.71354999)
FISCALIZACAO_ELETRONICA.198,198,Av. Cristiano Machado esquina com Av. Waldomiro Lobo,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,567,,POINT (611738.002045854 7805230.4480753)
FISCALIZACAO_ELETRONICA.199,199,Av. Cristiano Machado esquina com Av. Waldomiro Lobo ,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,296,,POINT (611779.797410987 7805115.03400636)
FISCALIZACAO_ELETRONICA.200,200,Av. Presidente Juscelino Kubitschek esquina com R. Dom João Antônio dos Santos,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,599,,POINT (606215.35823852 7796706.3257682)
FISCALIZACAO_ELETRONICA.201,201,Av. Presidente Juscelino Kubitschek esquina com R. Dom João Antônio dos Santos,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,598,,POINT (606212.967704208 7796710.99006466)
