FID,ID_FISCALIZACAO_ELETRONICA,DESC_LOC_CONTROLADOR_TRANSITO,DESC_TIPO_CONTROLADOR_TRANSITO,VELOCIDADE_REGULAMENTAR,SENTIDO,SENTIDO_FISCALIZADO,NUM_SERIE_ATUAL,COD_SECUNDARIA,GEOMETRIA
FISCALIZACAO_ELETRONICA.202,202,Av. Alfredo Balena esquina com R. dos Otoni,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,591,,POINT (612076.025295555 7796445.73749972)
FISCALIZACAO_ELETRONICA.203,203,Av. Alfredo Balena esquina com R. dos Otoni,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,592,,POINT (612077.316376758 7796430.84943273)
FISCALIZACAO_ELETRONICA.204,204,"Av. Alfredo Balena, 110 e oposto ao 110",Detector de Avanço de Semáforo,60,Bairro/Centro e Centro/Bairro,Ambos,266,,POINT (612164.341424938 7796485.83778302)
FISCALIZACAO_ELETRONICA.205,205,"Av. Alfredo Balena, oposto ao 110",Detector de Avanço de Semáforo,60,Centro/Bairro,Único,281,,POINT (612167.159729583 7796480.96234545)
FISCALIZACAO_ELETRONICA.206,206,"Av. Presidente Antônio Carlos, 1694",Detector de Avanço de Semáforo,60,Centro/Bairro,Único,579,,POINT (610103.447748681 7799528.5145772)
FISCALIZACAO_ELETRONICA.207,207,"Av. Silva Lobo, 865 e oposto ao 865",Detector de Avanço de Semáforo,60,Bairro/Centro e Centro/Bairro,Ambos,580,,POINT (607617.735967331 7795764.6581044)
FISCALIZACAO_ELETRONICA.208,208,Av. Risoleta Neves entre R. Santa Maria e Av. Saramenha,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,575,,POINT (613571.563271656 7805177.13397998)
FISCALIZACAO_ELETRONICA.209,209,Av. Risoleta Neves entre Av. Saramenha e R. Santa Maria,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,576,,POINT (613543.293123776 7805203.27771691)
FISCALIZACAO_ELETRONICA.353,353,Av. Presidente Carlos Luz entre Anel Rodoviário e Praça Pedro Mello,Conjugado CEV/DIF,60,Centro/Bairro,Único,2200012,,POINT (607235.26102001 7801369.81861236)
FISCALIZACAO_ELETRONICA.261,261,"Av. Cristiano Machado esquina com R. Tamboril 
",Controlador Eletrônico de Velocidade,60,Bairro/Centro,Único,8968,,POINT (611365.739264288 7798697.11107054)
FISCALIZACAO_ELETRONICA.232,232,Av. Vilarinho entre R. das Jaboticabeiras e Av. Cristiano Machado,Detector de Invasão de Faixa de Exclusiva - MOVE,60,Bairro/Centro,Único,1111,,POINT (610237.551889926 7807812.39642205)
FISCALIZACAO_ELETRONICA.233,233,Av. Risoleta Neves entre Viaduto Um Mil Novecentos e Setenta e Nova e Praça do Corpo de Bombeiros,Detector de Invasão de Faixa de Exclusiva - MOVE,60,Bairro/Centro,Único,1611,,POINT (612371.819652707 7803432.75794558)
FISCALIZACAO_ELETRONICA.401,401,Av. Afonso Pena esquina com Av. Carandaí,Detector de Avanço de Semáforo,60,Mangabeiras/Praça Rio Branco,Único,1299,,POINT (611605.84563817 7796231.53409877)
FISCALIZACAO_ELETRONICA.402,402,Av. Afonso Pena esquina com Av. Carandaí,Detector de Avanço de Semáforo,60,Mangabeiras/Praça Rio Branco,Único,1276,,POINT (611610.346733221 7796234.56744543)
FISCALIZACAO_ELETRONICA.403,403,Av. Afonso Pena esquina com Av. Carandaí,Detector de Parada sobre Faixa de Pedestres,60,Mangabeiras/Praça Rio Branco,Único,1299,,POINT (611603.301540967 7796235.15454479)
FISCALIZACAO_ELETRONICA.404,404,Av. Afonso Pena esquina com Av. Carandaí,Detector de Parada sobre Faixa de Pedestres,60,Mangabeiras/Praça Rio Branco,Único,1276,,POINT (611608.487585265 7796237.89434177)
FISCALIZACAO_ELETRONICA.405,405,"Av. Amazonas, 5253",Detector de Avanço de Semáforo,60,Bairro/Centro,Único,1027,,POINT (606894.122962797 7795949.60658031)
FISCALIZACAO_ELETRONICA.406,406,"Av. Amazonas, 5253",Detector de Parada sobre Faixa de Pedestres,60,Bairro/Centro,Único,1027,,POINT (606900.837724757 7795951.3971835)
FISCALIZACAO_ELETRONICA.407,407,"Av. Amazonas, oposto ao 5253",Detector de Avanço de Semáforo,60,Centro/Bairro,Único,1028,,POINT (606902.404502548 7795967.2887868)
FISCALIZACAO_ELETRONICA.408,408,"Av. Amazonas, oposto ao 5253",Detector de Parada sobre Faixa de Pedestres,60,Centro/Bairro,Único,1028,,POINT (606896.808867581 7795965.72200901)
FISCALIZACAO_ELETRONICA.409,409,"Av. Cristiano Machado, 2150",Detector de Avanço de Semáforo,60,Centro/Bairro,Único,1029,,POINT (612098.87254736 7800475.62637248)
FISCALIZACAO_ELETRONICA.410,410,"Av. Cristiano Machado, 2150",Detector de Parada sobre Faixa de Pedestres,60,Centro/Bairro,Único,1029,,POINT (612098.210300116 7800481.91772129)
FISCALIZACAO_ELETRONICA.411,411,"Av. Cristiano Machado, 2273",Detector de Avanço de Semáforo,60,Bairro/Centro,Único,1030,,POINT (612063.939005253 7800496.32159884)
FISCALIZACAO_ELETRONICA.412,412,"Av. Cristiano Machado, 2273",Detector de Parada sobre Faixa de Pedestres,60,Bairro/Centro,Único,1030,,POINT (612065.097937929 7800488.20907011)
FISCALIZACAO_ELETRONICA.413,413,Av. Cristiano Machado esquina com R. Felipe de Melo,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,1065,,POINT (612128.044507611 7801654.18957032)
FISCALIZACAO_ELETRONICA.414,414,Av. Cristiano Machado esquina com R. Felipe de Melo,Detector de Parada sobre Faixa de Pedestres,60,Centro/Bairro,Único,1065,,POINT (612129.636548881 7801661.29252368)
FISCALIZACAO_ELETRONICA.415,415,Av. Cristiano Machado esquina com R. Jacuí,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,1039,,POINT (612114.940783306 7801720.32051541)
FISCALIZACAO_ELETRONICA.416,416,Av. Cristiano Machado esquina com R. Jacuí,Detector de Parada sobre Faixa de Pedestres,60,Bairro/Centro,Único,1039,,POINT (612112.001630191 7801712.36030905)
FISCALIZACAO_ELETRONICA.417,417,"Av. Cristiano Machado, oposto 4001",Detector de Avanço de Semáforo,60,Centro/Bairro,Único,1140,,POINT (612185.997871823 7801853.09138242)
FISCALIZACAO_ELETRONICA.418,418,"Av. Cristiano Machado, oposto 4001",Detector de Parada sobre Faixa de Pedestres,60,Centro/Bairro,Único,1140,,POINT (612188.006382484 7801860.67908937)
FISCALIZACAO_ELETRONICA.419,419,"Av. Cristiano Machado, oposto 4001",Detector de Avanço de Semáforo,60,Centro/Bairro,Único,1201,,POINT (612205.413474881 7801851.75237532)
FISCALIZACAO_ELETRONICA.420,420,"Av. Cristiano Machado, oposto 4001",Detector de Parada sobre Faixa de Pedestres,60,Centro/Bairro,Único,1201,,POINT (612206.97564984 7801859.78641796)
FISCALIZACAO_ELETRONICA.421,421,"Av. Cristiano Machado, 4001",Detector de Avanço de Semáforo,60,Bairro/Centro,Único,1263,,POINT (612155.647044053 7801871.39114623)
FISCALIZACAO_ELETRONICA.422,422,"Av. Cristiano Machado, 4001",Detector de Parada sobre Faixa de Pedestres,60,Bairro/Centro,Único,1263,,POINT (612153.861701243 7801863.80343928)
FISCALIZACAO_ELETRONICA.423,423,Av. do Contorno esquina com Viaduto Jornalista Oswaldo Faria,Detector de Avanço de Semáforo,60,Lagoinha/Viaduto Santa Tereza,Único,1360,,POINT (611546.283381716 7797576.64884455)
FISCALIZACAO_ELETRONICA.424,424,Av. do Contorno esquina com Viaduto Jornalista Oswaldo Faria,Detector de Avanço de Semáforo,60,Lagoinha/Viaduto Santa Tereza,Único,1387,,POINT (611542.129727015 7797570.74628261)
FISCALIZACAO_ELETRONICA.425,425,Av. do Contorno esquina com Viaduto Jornalista Oswaldo Faria,Detector de Parada sobre Faixa de Pedestres,60,Lagoinha/Viaduto Santa Tereza,Único,1360,,POINT (611553.169703983 7797572.27657644)
FISCALIZACAO_ELETRONICA.426,426,Av. do Contorno esquina com Viaduto Jornalista Oswaldo Faria,Detector de Parada sobre Faixa de Pedestres,60,Lagoinha/Viaduto Santa Tereza,Único,1387,,POINT (611549.453276093 7797564.84372066)
FISCALIZACAO_ELETRONICA.427,427,Av. do Contorno esquina com R. Paracatú,Detector de Avanço de Semáforo,60,Viaduto Oeste/Barro Preto,Único,1356,,POINT (609826.434922976 7797302.56938769)
FISCALIZACAO_ELETRONICA.428,428,Av. do Contorno esquina com R. Paracatú,Detector de Parada sobre Faixa de Pedestres,60,Viaduto Oeste/Barro Preto,Único,1356,,POINT (609815.168169367 7797301.83459941)
FISCALIZACAO_ELETRONICA.429,429,Av. do Contorno esquina com R. Paracatú,Detector de Avanço de Semáforo,60,Barro Preto/Viaduto Oeste,Único,1353,,POINT (609805.633416702 7797285.16690202)
FISCALIZACAO_ELETRONICA.430,430,Av. do Contorno esquina com R. Paracatú,Detector de Avanço de Semáforo,60,Barro Preto/Viaduto Oeste,Único,1355,,POINT (609804.77616371 7797278.06394866)
FISCALIZACAO_ELETRONICA.431,431,Av. do Contorno esquina com R. Paracatú,Detector de Parada sobre Faixa de Pedestres,60,Barro Preto/Viaduto Oeste,Único,1353,,POINT (609812.491440638 7797283.57486075)
FISCALIZACAO_ELETRONICA.432,432,Av. do Contorno esquina com R. Paracatú,Detector de Parada sobre Faixa de Pedestres,60,Barro Preto/Viaduto Oeste,Único,1355,,POINT (609811.144328793 7797277.32916038)
FISCALIZACAO_ELETRONICA.441,441,Av. Dom Pedro II esquina com R. Antônio Peixoto Guimarães,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,1005,,POINT (607372.44883201 7797855.64090301)
FISCALIZACAO_ELETRONICA.442,442,Av. Dom Pedro II esquina com R. Antônio Peixoto Guimarães,Detector de Parada sobre Faixa de Pedestres,60,Bairro/Centro,Único,1005,,POINT (607379.699763566 7797854.64077452)
FISCALIZACAO_ELETRONICA.443,443,Av. dos Andradas esquina com R. dos Caetés,Detector de Avanço de Semáforo,60,Viaduto Santa Tereza/Barro Preto,Único,1286,,POINT (611505.461134148 7797272.79736396)
FISCALIZACAO_ELETRONICA.444,444,Av. dos Andradas esquina com R. dos Caetés,Detector de Avanço de Semáforo,60,Viaduto Santa Tereza/Barro Preto,Único,1292,,POINT (611511.82929923 7797270.71546384)
FISCALIZACAO_ELETRONICA.445,445,Av. dos Andradas esquina com R. dos Caetés,Detector de Parada sobre Faixa de Pedestres,60,Viaduto Santa Tereza/Barro Preto,Único,1286,,POINT (611507.91042841 7797279.28799376)
FISCALIZACAO_ELETRONICA.446,446,Av. dos Andradas esquina com R. dos Caetés,Detector de Parada sobre Faixa de Pedestres,60,Viaduto Santa Tereza/Barro Preto,Único,1292,,POINT (611514.15612878 7797276.96116421)
FISCALIZACAO_ELETRONICA.447,447,Av. dos Andradas esquina com Av. Silviano Brandão,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,1267,,POINT (614025.117595635 7798423.88017337)
FISCALIZACAO_ELETRONICA.448,448,Av. dos Andradas esquina com Av. Silviano Brandão,Detector de Parada sobre Faixa de Pedestres,60,Bairro/Centro,Único,1267,,POINT (614025.357526502 7798418.84162517)
FISCALIZACAO_ELETRONICA.452,452,R. do Uruguai esquina com Av. Nossa Senhora do Carmo,Detector de Avanço de Semáforo,40,Sion/São Pedro,Único,1290,,POINT (611450.534618467 7793957.95160709)
FISCALIZACAO_ELETRONICA.453,453,R. do Uruguai esquina com Av. Nossa Senhora do Carmo,Detector de Parada sobre Faixa de Pedestres,40,Sion/São Pedro,Único,1290,,POINT (611448.315257951 7793960.83077749)
FISCALIZACAO_ELETRONICA.461,461,Av. Nossa Senhora do Carmo esquina com R. do Uruguai,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,1279,,POINT (611424.344664816 7793945.37023227)
FISCALIZACAO_ELETRONICA.462,462,Av. Nossa Senhora do Carmo esquina com R. do Uruguai,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,1290,,POINT (611431.122711796 7793941.47135569)
FISCALIZACAO_ELETRONICA.463,463,Av. Nossa Senhora do Carmo esquina com R. do Uruguai,Detector de Parada sobre Faixa de Pedestres,60,Bairro/Centro,Único,1279,,POINT (611426.564025331 7793951.84836567)
FISCALIZACAO_ELETRONICA.464,464,Av. Nossa Senhora do Carmo esquina com R. do Uruguai,Detector de Parada sobre Faixa de Pedestres,60,Bairro/Centro,Único,1290,,POINT (611434.061864911 7793947.76954094)
FISCALIZACAO_ELETRONICA.465,465,Av. Presidente Antônio Carlos esquina com R. Rio Novo,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,1397,,POINT (610617.820778898 7798420.39744087)
FISCALIZACAO_ELETRONICA.466,466,Av. Presidente Antônio Carlos esquina com R. Rio Novo,Conjugado CEV/DIF,60,Centro/Bairro,Único,1399,,POINT (610623.153119994 7798421.97290528)
FISCALIZACAO_ELETRONICA.467,467,Av. Presidente Antônio Carlos esquina com R. Rio Novo,Detector de Parada sobre Faixa de Pedestres,60,Centro/Bairro,Único,1397,,POINT (610616.235873522 7798430.5237484)
FISCALIZACAO_ELETRONICA.468,468,Av. Presidente Antônio Carlos esquina com R. Rio Novo,Detector de Parada sobre Faixa de Pedestres,60,Centro/Bairro,Único,1399,,POINT (610621.536133226 7798432.29050163)
FISCALIZACAO_ELETRONICA.469,469,Av. Presidente Antônio Carlos esquina R. Rio Novo,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,1402,,POINT (610580.494391233 7798438.45468685)
FISCALIZACAO_ELETRONICA.470,470,Av. Presidente Antônio Carlos esquina R. Rio Novo,Detector de Parada sobre Faixa de Pedestres,60,Bairro/Centro,Único,1402,,POINT (610582.069855647 7798431.91045005)
FISCALIZACAO_ELETRONICA.471,471,"Av. Presidente Antônio Carlos, 3550",Detector de Avanço de Semáforo,60,Centro/Bairro,Único,1121,,POINT (609797.934935483 7801344.01104696)
FISCALIZACAO_ELETRONICA.472,472,"Av. Presidente Antônio Carlos, 3550",Detector de Parada sobre Faixa de Pedestres,60,Centro/Bairro,Único,1121,,POINT (609795.176598274 7801350.48714302)
FISCALIZACAO_ELETRONICA.473,473,"Av. Presidente Antônio Carlos, oposto ao 3550",Detector de Avanço de Semáforo,60,Bairro/Centro,Único,1128,,POINT (609763.635611921 7801348.80815515)
FISCALIZACAO_ELETRONICA.474,474,"Av. Presidente Antônio Carlos, oposto ao 3550",Detector de Parada sobre Faixa de Pedestres,60,Bairro/Centro,Único,1128,,POINT (609765.194672083 7801343.53133614)
FISCALIZACAO_ELETRONICA.475,475,Av. Marechal Espiridião Rosas esquina com Av. Presidente Antônio Carlos,Detector de Avanço de Semáforo,30,Campus UFMG/Santa Rosa,Único,1403,,POINT (609395.067313104 7802372.60188111)
FISCALIZACAO_ELETRONICA.476,476,Av. Marechal Espiridião Rosas esquina com Av. Presidente Antônio Carlos,Detector de Parada sobre Faixa de Pedestres,30,Campus UFMG/Santa Rosa,Único,1403,,POINT (609403.222397028 7802373.20151963)
FISCALIZACAO_ELETRONICA.481,481,Av. Presidente Antônio Carlos esquina com Av. Coronel José Dias Bicalho,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,1119,,POINT (608845.952795275 7803997.46852661)
FISCALIZACAO_ELETRONICA.482,482,Av. Presidente Antônio Carlos esquina com Av. Coronel José Dias Bicalho,Detector de Parada sobre Faixa de Pedestres,60,Bairro/Centro,Único,1119,,POINT (608847.631783142 7803991.95185219)
FISCALIZACAO_ELETRONICA.483,483,Av. Presidente Antônio Carlos esquina com Av. Coronel José Dias Bicalho,Detector de Avanço de Semáforo,60,Centro/Bairro,Único,1118,,POINT (608883.730022275 7803998.78773136)
FISCALIZACAO_ELETRONICA.484,484,Av. Presidente Antônio Carlos esquina com Av. Coronel José Dias Bicalho,Detector de Parada sobre Faixa de Pedestres,60,Centro/Bairro,Único,1118,,POINT (608881.811178999 7804003.34498414)
FISCALIZACAO_ELETRONICA.485,485,R. Espírito Santo esquina com R. dos Guaicurus,Detector de Avanço de Semáforo,40,Av. Afonso Pena/Av. do Contorno,Único,1421,,POINT (611336.235367972 7797512.80197915)
FISCALIZACAO_ELETRONICA.486,486,R. Espírito Santo esquina com R. dos Guaicurus,Detector de Parada sobre Faixa de Pedestres,40,Av. Afonso Pena/Av. do Contorno,Único,1421,,POINT (611337.275906891 7797518.89656425)
FISCALIZACAO_ELETRONICA.487,487,R. dos Guaicurus esquina com R. Espírito Santo,Detector de Avanço de Semáforo,40,Praça Rui Barbosa/Viaduto Nansen Araújo,Único,1420,,POINT (611362.546137793 7797523.80196202)
FISCALIZACAO_ELETRONICA.488,488,R. dos Guaicurus esquina com R. Espírito Santo,Detector de Parada sobre Faixa de Pedestres,40,Praça Rui Barbosa/Viaduto Nansen Araújo,Único,1420,,POINT (611356.154255859 7797526.77493036)
FISCALIZACAO_ELETRONICA.489,489,R. Mato Grosso esquina com Av. do Contorno,Detector de Avanço de Semáforo,40,Barro Preto/Viaduto Oeste,Único,1358,,POINT (610258.565707145 7797260.97881446)
FISCALIZACAO_ELETRONICA.490,490,R. Mato Grosso esquina com Av. do Contorno,Detector de Parada sobre Faixa de Pedestres,40,Barro Preto/Viaduto Oeste,Único,1358,,POINT (610258.128862817 7797268.25955326)
FISCALIZACAO_ELETRONICA.501,501,Av. Afonso Pena esquina com R. dos Tamóios,Detector de Avanço de Semáforo,60,Mangabeiras/Centro,Único,3026,"393205021
",POINT (611202.526639062 7796925.64549149)
FISCALIZACAO_ELETRONICA.502,502,Av. Afonso Pena esquina com R. dos Tamóios,Detector de Avanço de Semáforo,60,Mangabeiras/Centro e Mangabeiras/Floresta,Único,3027,149240001,POINT (611213.332982506 7796929.28436225)
FISCALIZACAO_ELETRONICA.503,503,Av. Afonso Pena esquina com R. dos Tamóios,Detector de Trânsito em Local Proibido,60,Mangabeiras/Centro,Único,3026,"393205021
",POINT (611208.701692459 7796918.69855642)
FISCALIZACAO_ELETRONICA.504,504,Av. Afonso Pena esquina com R. dos Tamóios,Detector de Trânsito em Local Proibido,60,Mangabeiras/Centro e Mangabeiras/Floresta,Único,3027,149240001,POINT (611219.177229471 7796922.00662074)
FISCALIZACAO_ELETRONICA.505,505,Av. Augusto de Lima esquina com R. Paracatu,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,3031,122420162,POINT (609719.927340179 7796896.20678207)
FISCALIZACAO_ELETRONICA.506,506,Av. Augusto de Lima esquina com R. Paracatu,Detector de Avanço de Semáforo,60,Bairro/Centro,Único,3032,122420138,POINT (609718.31006429 7796889.73767851)
FISCALIZACAO_ELETRONICA.507,507,Av. Augusto de Lima esquina com R. Paracatu,Detector de Trânsito em Local Proibido,60,Bairro/Centro,Único,3031,122420162,POINT (609713.458236621 7796898.02621745)
FISCALIZACAO_ELETRONICA.508,508,Av. Augusto de Lima esquina com R. Paracatu,Detector de Trânsito em Local Proibido,60,Bairro/Centro,Único,3032,122420138,POINT (609711.638801245 7796890.95063543)
FISCALIZACAO_ELETRONICA.509,509,R. Paracatu esquina com Av. Augusto de Lima,Detector de Avanço de Semáforo,40,Barro Preto/Santo Agostinho,Único,3033,241705005,POINT (609731.853390808 7796914.80941163)
FISCALIZACAO_ELETRONICA.510,510,R. Paracatu esquina com Av. Augusto de Lima,Detector de Trânsito em Local Proibido,40,Barro Preto/Santo Agostinho,Único,3033,241705005,POINT (609735.123459856 7796926.00432415)
FISCALIZACAO_ELETRONICA.511,511,Av. Bias Fortes esquina com R. dos Goitacazes,Detector de Avanço de Semáforo,60,Barro Preto/Lourdes,Único,3040,393205020,POINT (610289.493125219 7796899.40936339)
FISCALIZACAO_ELETRONICA.512,512,Av. Bias Fortes esquina com R. dos Goitacazes,Detector de Trânsito em Local Proibido,60,Barro Preto/Lourdes,Único,3040,393205020,POINT (610285.527093286 7796907.57472325)
FISCALIZACAO_ELETRONICA.513,513,R. dos Tamóios esquina com Av. Olegário Maciel,Detector de Avanço de Semáforo,40,Av. do Contorno/Av. Paraná,Único,3039,122420179,POINT (610495.08782469 7797131.81993481)
FISCALIZACAO_ELETRONICA.514,514,R. dos Tamóios esquina com Av. Olegário Maciel,Detector de Trânsito em Local Proibido,40,Av. do Contorno/Av. Paraná,Único,3039,122420179,POINT (610485.678219514 7797133.95848144)
FISCALIZACAO_ELETRONICA.515,515,R. dos Tupinambás esquina com Av. Olegário Maciel,Detector de Avanço de Semáforo,60,Av. do Contorno/Av. Paraná,Único,3035,122420164,POINT (610564.765080173 7797404.44210568)
FISCALIZACAO_ELETRONICA.516,516,R. dos Tupinambás esquina com Av. Olegário Maciel,Detector de Avanço de Semáforo,60,Av. do Contorno/Av. Paraná,Único,3036,241705003,POINT (610562.665416209 7797397.67652179)
FISCALIZACAO_ELETRONICA.517,517,R. dos Tupinambás esquina com Av. Olegário Maciel,Detector de Trânsito em Local Proibido,60,Av. do Contorno/Av. Paraná,Único,3035,122420164,POINT (610557.766200291 7797406.54176964)
FISCALIZACAO_ELETRONICA.518,518,R. dos Tupinambás esquina com Av. Olegário Maciel,Detector de Trânsito em Local Proibido,60,Av. do Contorno/Av. Paraná,Único,3036,241705003,POINT (610555.199944334 7797400.00948175)
FISCALIZACAO_ELETRONICA.519,519,Av. Olegário Maciel esquina com R. dos Tupinambás,Detector de Avanço de Semáforo,60,Lagoinha/Barro Preto,Único,3037,241705004,POINT (610571.064072068 7797410.04120958)
FISCALIZACAO_ELETRONICA.520,520,Av. Olegário Maciel esquina com R. dos Tupinambás,Detector de Avanço de Semáforo,60,Lagoinha/Barro Preto,Único,3038,122420176,POINT (610575.72999199 7797408.8747296)
FISCALIZACAO_ELETRONICA.521,521,Av. Olegário Maciel esquina com R. dos Tupinambás,Detector de Trânsito em Local Proibido,60,Lagoinha/Barro Preto,Único,3038,122420176,POINT (610578.529543943 7797414.24053751)
FISCALIZACAO_ELETRONICA.522,522,Av. Olegário Maciel esquina com R. dos Tupinambás,Detector de Trânsito em Local Proibido,60,Lagoinha/Barro Preto,Único,3037,241705004,POINT (610573.397032029 7797416.10690548)
FISCALIZACAO_ELETRONICA.523,523,Av. Brasil esquina com Av. Francisco Sales,Detector de Avanço de Semáforo,60,Santa Efigênia/Savassi,Único,3029,122420165,POINT (612479.63321188 7796330.22510107)
FISCALIZACAO_ELETRONICA.524,524,Av. Brasil esquina com Av. Francisco Sales,Detector de Avanço de Semáforo,60,Santa Efigênia/Savassi,Único,3030,122420174,POINT (612476.211537271 7796335.78532231)
FISCALIZACAO_ELETRONICA.525,525,Av. Brasil esquina com Av. Francisco Sales,Detector de Trânsito em Local Proibido,60,Santa Efigênia/Savassi,Único,3030,122420174,POINT (612483.05488649 7796340.91783422)
FISCALIZACAO_ELETRONICA.526,526,Av. Brasil esquina com Av. Francisco Sales,Detector de Trânsito em Local Proibido,60,Santa Efigênia/Savassi,Único,3029,122420165,POINT (612486.476561099 7796332.36364769)
FISCALIZACAO_ELETRONICA.527,527,Av. Francisco Sales esquina com Av. Bernardo Monteiro,Detector de Avanço de Semáforo,60,Floresta/Santa Efiigênia,Único,3041,39325019,POINT (612259.285143571 7796657.81156224)
FISCALIZACAO_ELETRONICA.528,528,Av. Francisco Sales esquina com Av. Bernardo Monteiro,Detector de Trânsito em Local Proibido,60,Floresta/Santa Efiigênia,Único,3041,39325019,POINT (612254.619223649 7796663.64396215)
FISCALIZACAO_ELETRONICA.529,529,"Av. Otacílio Negrão de Lima, 1064",Detector de Trânsito em Local Proibido,40,São Luiz/Aeroporto,Único,3021,122420180,POINT (607524.303067562 7804232.93453851)
FISCALIZACAO_ELETRONICA.530,530,Av. Otacílio Negrão de Lima esquina com R. Mussi Elias Abuid,Detector de Trânsito em Local Proibido,40,Bandeirantes/Braúnas,Único,3025,122420136,POINT (604335.874474966 7804714.02862891)
